"Election","Jurisdiction Name","Reporting County Name","DataEntry Jurisdiction Name","DataEntry Level Name","Office","Office Category","Ballot Order","Name on Ballot","Political Party","Winner","Number of Office Seats","Total Votes"
"2018 Primary Election","Newton","Newton","Iroquois 2","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Iroquois 2","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Iroquois 2","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jackson","Precinct","State Convention Delegate","Convention Delegate","410","Dennis Duncan","Democratic","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jackson","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jackson","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jackson","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jefferson 1","Precinct","State Convention Delegate","Convention Delegate","410","Dennis Duncan","Democratic","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jefferson 1","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jefferson 1","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jefferson 1","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jefferson 2","Precinct","State Convention Delegate","Convention Delegate","410","Dennis Duncan","Democratic","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jefferson 2","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jefferson 2","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jefferson 2","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jefferson 3","Precinct","State Convention Delegate","Convention Delegate","410","Dennis Duncan","Democratic","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jefferson 3","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Jefferson 3","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Jefferson 3","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
"2018 Primary Election","Newton","Newton","Lake 1","Precinct","State Convention Delegate","Convention Delegate","410","Dennis Duncan","Democratic","Yes","1","1"
"2018 Primary Election","Newton","Newton","Lake 1","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Lake 1","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Lake 1","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
"2018 Primary Election","Newton","Newton","Lake 2","Precinct","State Convention Delegate","Convention Delegate","410","Dennis Duncan","Democratic","Yes","1","1"
"2018 Primary Election","Newton","Newton","Lake 2","Precinct","State Convention Delegate","Convention Delegate","410","Mickey Read","Republican","Yes","1","1"
"2018 Primary Election","Newton","Newton","Lake 2","Precinct","State Convention Delegate","Convention Delegate","410","Ryan Farrar","Democratic","Yes","6","1"
"2018 Primary Election","Newton","Newton","Lake 2","Precinct","State Convention Delegate","Convention Delegate","410","Tami M Jackson","Republican","Yes","6","1"
